#bin	name	chrom	strand	txStart	txEnd
238	NM_001308192	chr5	+	173893050	173960991
238	NM_030627	chr5	+	173888327	173960991
239	NR_046113	chr5	-	174919081	174995731
239	NR_125806	chr5	+	174336353	174527139
240	NM_022754	chr5	+	175478510	175528618
241	NM_001308196	chr5	+	176238358	176345991
241	NM_001171976	chr5	+	176542510	176595768
241	NM_017675	chr5	+	176549341	176595768
241	NM_001199298	chr5	-	176905004	177006794
241	NM_001199297	chr5	-	176905004	177006779
241	NM_001308213	chr5	+	177022679	177081189
241	NM_001308223	chr5	+	177022679	177081189
241	NM_001308219	chr5	+	177022679	177081189
241	NM_198567	chr5	+	176238358	176345991
241	NM_133369	chr5	+	176810558	176880898
241	NM_016290	chr5	-	176905004	177006442
241	NM_001308195	chr5	+	176238358	176345991
241	NR_131772	chr5	+	176238358	176345991
242	NM_006261	chr5	-	177992234	177996242
242	NM_080881	chr5	-	177456612	177472870
242	NM_173663	chr5	-	177723363	177780504
242	NM_004395	chr5	-	177456612	177473693
242	NM_006816	chr5	-	177331561	177351884
242	NM_007255	chr5	+	177600117	177610345
243	NM_030613	chr5	+	178895914	178933209
244	NM_001142299	chr5	+	179807002	179838077
244	NM_001280801	chr5	-	179955066	180072118
244	NM_025158	chr5	+	179550560	179610026
244	NM_018434	chr5	-	179955066	180072118
244	NM_001142298	chr5	+	179806387	179838077
244	NM_003900	chr5	+	179820841	179838077
244	NM_001024649	chr5	+	179698928	179731638
244	NM_001040452	chr5	+	179559691	179610026
244	NM_001040451	chr5	+	179559691	179610026
244	NM_001746	chr5	+	179698928	179731638
245	NM_002020	chr5	-	180607752	180649624
245	NM_182925	chr5	-	180601505	180649624
586	NM_001294332	chr5	+	218222	257082
586	NM_004168	chr5	+	218222	257082
586	NM_001080478	chr5	+	191510	195353
586	NM_145265	chr5	-	204759	218182
586	NM_052909	chr5	+	140257	189972
587	NM_001267559	chr5	+	271620	314974
587	NM_001267558	chr5	+	271620	314974
587	NM_001267557	chr5	+	271620	314974
587	NM_001267556	chr5	+	271620	314974
587	NR_073609	chr5	+	271620	276940
587	NM_013232	chr5	+	271620	314974
587	NR_104613	chr5	-	269555	271524
588	NM_007277	chr5	+	443218	467294
588	NR_024158	chr5	-	470509	472965
588	NR_125375	chr5	+	473235	480891
588	NR_126522	chr5	-	441835	443160
589	NM_018140	chr5	+	612289	653551
589	NR_039661	chr5	-	535839	535882
589	NR_103444	chr5	-	602168	612210
590	NM_007030	chr5	-	659861	693395
591	NM_024786	chr5	-	795604	850986
591	NM_001166260	chr5	+	892853	908932
591	NM_001009877	chr5	-	863734	892559
591	NM_023924	chr5	-	863734	892824
591	NR_027633	chr5	-	863734	892824
592	NM_001271082	chr5	+	1008961	1038812
592	NM_033120	chr5	+	1008961	1038812
592	NR_104614	chr5	-	987176	997340
592	NR_104615	chr5	-	987176	997340
593	NM_006598	chr5	-	1050373	1112057
593	NR_039778	chr5	-	1062895	1062974
593	NR_109911	chr5	-	1173095	1178605
594	NM_182632	chr5	+	1225354	1246189
594	NR_039662	chr5	-	1309309	1309377
594	NM_001193376	chr5	-	1253171	1295047
594	NM_198253	chr5	-	1253171	1295047
594	NM_001003841	chr5	+	1201594	1225115
595	NM_030782	chr5	-	1317884	1344887
595	NR_125810	chr5	-	1363581	1380073
596	NM_024830	chr5	-	1461426	1523961
596	NR_106723	chr5	-	1510761	1510856
597	NR_003713	chr5	-	1597556	1634005
598	NM_032479	chr5	-	1798384	1799842
598	NM_004553	chr5	+	1801381	1816051
598	NR_036240	chr5	-	1708784	1708868
599	NM_016358	chr5	-	1877426	1882766
599	NM_001278635	chr5	-	1877426	1886984
599	NM_001278634	chr5	-	1877426	1886984
599	NM_001278633	chr5	-	1877426	1887179
599	NM_001278632	chr5	-	1877426	1887179
599	NR_104602	chr5	-	1855969	1856568
599	NR_109912	chr5	+	1887330	1900490
602	NR_104616	chr5	-	2303719	2312201
605	NM_001134222	chr5	-	2746164	2751655
605	NM_033267	chr5	-	2746164	2751655
609	NR_104617	chr5	+	3177834	3181232
611	NR_033898	chr5	-	3417151	3536094
611	NR_104618	chr5	-	3496371	3504004
612	NM_024337	chr5	+	3596053	3601403
621	NR_104619	chr5	+	4773480	4774865
623	NR_026994	chr5	+	5034358	5070002
624	NR_109915	chr5	-	5132084	5140054
626	NM_015325	chr5	+	5422672	5490234
633	NR_028351	chr5	-	6310440	6337292
633	NM_032286	chr5	-	6371925	6378526
634	NM_001145161	chr5	+	6448622	6496721
635	NM_001193455	chr5	-	6599238	6633360
635	NM_017755	chr5	-	6599238	6633360
635	NR_037947	chr5	-	6599238	6633360
635	NM_001047	chr5	+	6633386	6669562
635	NR_024424	chr5	+	6583275	6588500
635	NR_024423	chr5	+	6582135	6588500
636	NM_001171805	chr5	+	6714604	6757048
636	NM_001171806	chr5	+	6745987	6757048
636	NR_103771	chr5	-	6686324	6707711
636	NM_006999	chr5	+	6714604	6757048
637	NR_036242	chr5	-	6827852	6827921
640	NR_039659	chr5	-	7269302	7269354
640	NR_033906	chr5	-	7301329	7306714
644	NM_001089584	chr5	-	7830378	7851490
645	NM_024010	chr5	+	7869103	7901122
645	NM_002454	chr5	+	7869103	7901122
649	NR_039989	chr5	+	8457686	8463096
649	NR_039663	chr5	+	8460924	8460999
652	NR_109932	chr5	+	8839731	8881524
654	NR_039779	chr5	-	9053815	9053895
657	NR_003689	chr5	+	9548826	9548914
657	NR_045196	chr5	+	9546199	9550297
657	NR_109935	chr5	+	9511332	9518086
658	NM_019599	chr5	-	9628996	9630351
663	NM_001306153	chr5	+	10249920	10266412
663	NM_138809	chr5	-	10277594	10308056
663	NM_199133	chr5	-	10225507	10249909
663	NM_012073	chr5	+	10249920	10266412
663	NM_001258388	chr5	-	10225507	10249909
663	NM_001306156	chr5	+	10250536	10266412
663	NR_047670	chr5	-	10225507	10249909
663	NR_047669	chr5	-	10225507	10249909
663	NR_047668	chr5	-	10225507	10249909
663	NM_001258389	chr5	-	10225507	10249909
663	NM_001306155	chr5	+	10250536	10266412
663	NM_001306154	chr5	+	10249920	10266412
664	NM_001201466	chr5	+	10441861	10465026
664	NM_031916	chr5	+	10441861	10465026
664	NR_106747	chr5	+	10478036	10478145
664	NR_102746	chr5	-	10440734	10441851
665	NR_104606	chr5	-	10493526	10502728
681	NR_039659	chr5	+	12667858	12667910
696	NM_019018	chr5	+	14581781	14616178
696	NR_132980	chr5	-	14652277	14652382
696	NR_132981	chr5	-	14652277	14652382
697	NR_046285	chr5	+	14712693	14716529
698	NR_039780	chr5	-	14825928	14826012
704	NR_109945	chr5	-	15602188	15615002
706	NR_030616	chr5	+	15935181	15935260
710	NM_019000	chr5	-	16473037	16508998
710	NM_033414	chr5	-	16451518	16465785
711	NR_109946	chr5	+	16615925	16629969
716	NM_001271606	chr5	+	17216822	17276845
716	NM_006317	chr5	+	17217560	17276845
717	NR_033975	chr5	-	17378905	17387310
748	NR_027027	chr5	+	21459479	21474456
751	NR_132787	chr5	+	21884453	21884569
751	NR_132788	chr5	+	21884453	21884569
764	NM_020227	chr5	+	23507608	23528597
764	NM_001310214	chr5	+	23507654	23528084
774	NR_037896	chr5	-	24835279	24840583
794	NR_038848	chr5	+	27472291	27496401
805	NR_033961	chr5	+	28926869	28927313
806	NR_109948	chr5	+	29065243	29073223
807	NR_130777	chr5	+	29143502	29172976
809	NR_104628	chr5	-	29380088	29395976
825	NM_018356	chr5	+	31532265	31555058
828	NR_036241	chr5	-	31936101	31936159
830	NM_022130	chr5	-	32124717	32174319
832	NR_030305	chr5	-	32394377	32394475
833	NM_006713	chr5	+	32585498	32604079
836	NR_033832	chr5	+	32947442	32962467
840	NM_001258438	chr5	+	33440775	33468091
840	NR_047678	chr5	+	33440775	33468091
840	NM_001258437	chr5	+	33440695	33468091
840	NM_152295	chr5	+	33440775	33468091
840	NR_047677	chr5	+	33440775	33468091
840	NR_047676	chr5	+	33440775	33468091
843	NM_016568	chr5	+	33936385	33938918
844	NM_001167595	chr5	-	33986985	34008115
844	NM_001297417	chr5	-	33951405	33984675
844	NM_030945	chr5	-	34017857	34043266
844	NM_203382	chr5	-	33986985	34008115
844	NM_181435	chr5	-	34017857	34043266
844	NM_014324	chr5	-	33986985	34008115
850	NR_106988	chr5	+	34802317	34802367
851	NM_002853	chr5	-	34905260	34915675
851	NR_026591	chr5	-	34905260	34915626
851	NM_018321	chr5	+	34915714	34925682
851	NM_194283	chr5	+	34929592	34958964
851	NM_001012339	chr5	+	34929592	34958964
852	NM_031900	chr5	-	34998100	35048135
852	NR_037910	chr5	-	35048755	35118122
852	NM_001204316	chr5	-	35048755	35118122
852	NM_001204314	chr5	-	35055696	35118122
852	NM_001204317	chr5	-	35048755	35118122
852	NM_001204318	chr5	-	35048755	35118122
852	NM_001204315	chr5	-	35065088	35118122
852	NM_001306173	chr5	-	34998100	35048135
858	NM_002185	chr5	+	35856874	35879603
858	NR_120485	chr5	+	35856874	35879603
859	NR_104630	chr5	+	35938800	35939991
859	NM_001171873	chr5	-	35960755	36001028
859	NM_152404	chr5	-	35953088	35991433
860	NR_030306	chr5	-	36147891	36147988
860	NM_001007527	chr5	-	36103311	36151913
861	NM_001161429	chr5	-	36249001	36301909
861	NM_001085411	chr5	-	36192588	36241798
861	NM_153013	chr5	-	36192588	36242279
861	NM_145000	chr5	-	36249001	36301909
861	NM_001287341	chr5	-	36192588	36242279
861	NM_001287340	chr5	-	36192588	36241391
864	NM_001289940	chr5	+	36606354	36688334
864	NM_001289939	chr5	+	36606354	36688334
864	NM_001166695	chr5	+	36606354	36688334
864	NM_001166696	chr5	+	36606354	36609297
864	NM_004172	chr5	+	36606354	36688334
866	NR_046262	chr5	-	36871360	36876694
873	NM_000514	chr5	-	37812676	37839680
873	NM_199231	chr5	-	37812676	37835491
873	NM_001278094	chr5	+	37873424	37875798
873	NM_001278098	chr5	-	37812676	37834822
873	NM_001190469	chr5	-	37812676	37835827
873	NM_001190468	chr5	-	37812676	37835827
873	NR_103442	chr5	+	37869906	37874892
873	NR_103441	chr5	+	37840437	37874892
877	NR_046219	chr5	-	38282268	38290986
877	NR_102750	chr5	-	38399813	38403471
877	NR_102749	chr5	-	38400450	38403471
878	NM_182801	chr5	+	38445475	38465480
879	NR_103553	chr5	+	38556785	38608857
879	NR_037423	chr5	-	38557501	38557561
880	NR_104631	chr5	-	38710366	38720273
881	NM_001168355	chr5	+	38845857	38886657
885	NM_001244871	chr5	-	39371673	39425233
885	NM_001343	chr5	-	39371673	39425233
886	NR_104632	chr5	+	39520430	39524708
890	NR_104633	chr5	+	40052290	40053324
895	NM_012382	chr5	-	40711575	40755970
895	NM_000958	chr5	+	40679929	40693736
896	NM_032587	chr5	+	40841307	40855354
896	NR_037665	chr5	-	40825262	40829142
896	NR_002583	chr5	-	40832655	40832735
896	NM_000997	chr5	-	40831327	40835285
897	NM_000587	chr5	+	40909496	40982941
904	NM_012176	chr5	+	41925253	41941570
904	NR_046635	chr5	+	41870029	41872236
904	NM_001297437	chr5	+	41925251	41941570
904	NM_033484	chr5	+	41925253	41935083
904	NM_175921	chr5	+	41904367	41921636
906	NR_104636	chr5	-	42155832	42175345
906	NR_104635	chr5	-	42155832	42175345
911	NM_005410	chr5	-	42799879	42811922
911	NM_001134848	chr5	+	42756817	42802437
911	NM_001085486	chr5	-	42799879	42811922
911	NM_001093726	chr5	-	42799879	42811922
913	NR_034086	chr5	-	43014728	43018811
913	NR_104651	chr5	-	43014728	43067439
913	NR_104649	chr5	-	43014728	43018811
913	NR_104650	chr5	-	43014728	43019643
913	NR_015447	chr5	+	43042133	43045268
913	NR_034085	chr5	-	43016047	43018811
913	NR_034127	chr5	-	43065186	43066971
913	NM_001014279	chr5	-	43039079	43040345
913	NR_102752	chr5	+	43067022	43093558
915	NM_002130	chr5	-	43287469	43313512
915	NM_001098272	chr5	-	43287469	43313512
916	NM_198566	chr5	-	43486700	43515171
916	NM_022483	chr5	-	43444251	43483890
917	NM_182789	chr5	-	43526267	43557093
917	NM_183323	chr5	-	43526267	43557419
917	NM_006451	chr5	-	43526267	43557093
917	NR_073113	chr5	-	43573184	43603230
923	NM_004465	chr5	-	44304994	44388682
923	NR_108034	chr5	+	44388731	44413989
924	NR_131946	chr5	-	44495144	44510282
926	NR_109865	chr5	-	44744327	44808793
926	NR_109864	chr5	-	44744327	44808793
926	NR_109863	chr5	-	44744327	44808793
926	NR_109862	chr5	-	44744327	44808793
926	NM_016640	chr5	+	44808924	44815516
969	NM_198449	chr5	-	50396196	50441400
973	NR_104653	chr5	-	50969216	50970187
977	NM_002202	chr5	+	51383123	51394729
987	NM_015946	chr5	+	52787939	52802617
990	NM_004531	chr5	-	53095678	53109772
990	NR_034107	chr5	+	53109841	53115126
990	NR_104654	chr5	+	53109841	53115126
990	NM_176806	chr5	-	53095678	53109772
993	NM_013409	chr5	+	53480433	53486474
993	NM_006350	chr5	+	53480433	53486474
996	NR_030307	chr5	-	53951503	53951599
997	NR_039664	chr5	-	54075517	54075583
1000	NM_052870	chr5	+	54517762	54521004
1000	NM_006308	chr5	+	54455600	54456384
1002	NR_104659	chr5	-	54660157	54703324
1002	NR_104658	chr5	-	54660157	54744258
1004	NM_007036	chr5	-	54977866	54985586
1004	NM_002104	chr5	+	55024278	55034132
1004	NR_104662	chr5	-	55021298	55024169
1004	NM_001135604	chr5	-	54977866	54985586
1005	NM_001306197	chr5	+	55160117	55167301
1005	NM_001145734	chr5	-	55112970	55173177
1005	NR_031572	chr5	-	55172261	55172353
1005	NM_001170402	chr5	-	55112970	55173177
1005	NR_029960	chr5	-	55170531	55170622
1005	NM_152623	chr5	-	55112970	55173177
1005	NM_006144	chr5	+	55102645	55110252
1005	NR_030387	chr5	-	55170645	55170742
1005	NM_001008397	chr5	+	55160117	55167301
1005	NM_001306198	chr5	+	55160117	55167301
1005	NR_131340	chr5	+	55160117	55167301
1005	NR_131338	chr5	+	55160117	55167301
1005	NR_131337	chr5	+	55160117	55167301
1005	NM_001306201	chr5	+	55160117	55167301
1005	NR_131336	chr5	+	55160117	55167301
1006	NM_001190787	chr5	-	55219596	55227315
1006	NR_125346	chr5	-	55231152	55233717
1006	NR_125347	chr5	-	55231152	55233717
1006	NR_125348	chr5	-	55231152	55232991
1006	NM_021147	chr5	-	55231152	55233717
1006	NM_019030	chr5	-	55256244	55307693
1008	NR_049869	chr5	-	55508849	55508926
1008	NR_001575	chr5	-	55528841	55534542
1009	NM_001258286	chr5	-	55625844	55693053
1009	NM_001258287	chr5	-	55625844	55693053
1009	NR_047649	chr5	-	55625844	55693053
1010	NM_001142549	chr5	+	55738016	55817146
1010	NM_001166534	chr5	+	55766884	55817146
1010	NM_001166533	chr5	+	55738016	55816777
1010	NM_024415	chr5	+	55738016	55817146
1011	NM_001242639	chr5	+	55853321	55917337
1011	NM_001242637	chr5	+	55851378	55922854
1011	NM_139017	chr5	+	55851378	55917337
1011	NM_001242638	chr5	+	55851378	55922854
1011	NM_001242636	chr5	+	55853321	55917337
1011	NM_001297572	chr5	+	55851378	55909140
1011	NM_001297570	chr5	+	55851378	55909140
1012	NR_102755	chr5	+	55995166	56003647
1015	NR_104664	chr5	-	56457794	56481769
1016	NM_001287053	chr5	-	56511393	56606232
1019	NM_153706	chr5	+	56909259	56917338
1019	NM_152622	chr5	-	56919601	56952130
1019	NM_001171990	chr5	+	56909259	56925532
1019	NM_001297599	chr5	-	56919601	56952130
1019	NM_001297598	chr5	-	56919601	56952130
1021	NM_001203246	chr5	+	57173947	57264679
1021	NM_001127236	chr5	+	57214073	57264679
1021	NM_001127235	chr5	+	57175447	57264679
1021	NM_022913	chr5	+	57173947	57264679
1023	NM_001017992	chr5	-	57480015	57482809
1024	NR_120607	chr5	+	57570341	57617427
1024	NR_104668	chr5	+	57650659	57670989
1026	NR_109900	chr5	-	57890330	57899162
1028	NR_104669	chr5	-	58107631	58122341
1031	NM_152687	chr5	+	58491434	58496358
1031	NM_001304431	chr5	+	58491434	58496358
1031	NM_001304429	chr5	+	58491434	58496358
1031	NM_001304428	chr5	+	58491434	58496358
1031	NR_109904	chr5	-	58541566	58558243
1031	NR_039639	chr5	-	58530042	58530109
1040	NR_030308	chr5	-	59703605	59703703
1046	NR_028509	chr5	+	60487931	60526418
1046	NR_028508	chr5	+	60487931	60491265
1046	NR_024617	chr5	+	60487712	60547657
1049	NM_000082	chr5	-	60873831	60945078
1049	NM_001007234	chr5	-	60903359	60945078
1049	NM_001290285	chr5	-	60873831	60945078
1049	NM_001007233	chr5	-	60873831	60945078
1051	NM_001048249	chr5	-	61157708	61162475
1055	NR_126525	chr5	+	61637780	61730997
1055	NR_126524	chr5	+	61637780	61730997
1055	NR_126523	chr5	+	61637780	61706535
1055	NM_173667	chr5	+	61637780	61706535
1055	NR_109910	chr5	-	61663157	61698432
1060	NM_004520	chr5	+	62306161	62387184
1060	NM_001243953	chr5	+	62306161	62387184
1060	NM_001243952	chr5	+	62306161	62387184
1060	NM_001098511	chr5	+	62306161	62387184
1062	NR_073584	chr5	+	62578734	62628589
1062	NM_181506	chr5	+	62578734	62581448
1072	NM_000524	chr5	-	63960047	63962292
1074	NM_178532	chr5	+	64165843	64217512
1077	NM_001271890	chr5	+	64575649	64612294
1077	NM_001271891	chr5	+	64575649	64612294
1077	NR_073511	chr5	+	64575649	64612294
1077	NM_001029875	chr5	+	64505946	64612294
1078	NM_001164442	chr5	+	64690307	64718190
1079	NM_001297645	chr5	+	64768917	64808561
1085	NM_001656	chr5	-	65589679	65624360
1085	NM_033228	chr5	-	65589679	65624360
1085	NM_033227	chr5	-	65589679	65624360
1085	NM_001278927	chr5	+	65563238	65587543
1085	NM_001278926	chr5	+	65563238	65587543
1085	NM_001093756	chr5	+	65624730	65666127
1085	NM_001093755	chr5	+	65624730	65666127
1085	NR_003545	chr5	+	65624730	65630705
1085	NM_001243737	chr5	+	65624730	65666127
1085	NM_001278929	chr5	+	65563238	65587543
1085	NM_015342	chr5	+	65563235	65587549
1085	NM_024941	chr5	+	65624730	65666127
1088	NR_028474	chr5	-	65944804	65945573
1089	NM_001270493	chr5	+	66144217	66157741
1089	NM_001270492	chr5	+	66144217	66183616
1089	NM_001077199	chr5	+	66144217	66183616
1089	NM_139168	chr5	+	66144834	66183616
1092	NR_105001	chr5	-	66507544	66511604
1096	NR_111908	chr5	-	67001617	67004154
1097	NM_005582	chr5	-	67182275	67196789
1102	NR_130779	chr5	+	67793212	67801058
1105	NR_105003	chr5	+	68189875	68198407
1106	NM_001242466	chr5	+	68292567	68301821
1106	NM_181504	chr5	+	68290638	68301821
1111	NR_130778	chr5	-	68967740	69029927
1112	NM_024055	chr5	+	69093948	69104740
1112	NM_001251969	chr5	+	69093948	69104740
1112	NM_022902	chr5	+	69093948	69131072
1112	NM_031966	chr5	+	69167009	69178243
1113	NM_176816	chr5	-	69280691	69332716
1113	NM_033281	chr5	+	69217745	69230158
1113	NM_001799	chr5	+	69234794	69277430
1113	NM_001297696	chr5	-	69280691	69332793
1113	NM_001297697	chr5	-	69280691	69332793
1114	NM_003187	chr5	-	69364742	69369582
1114	NM_001038603	chr5	+	69415111	69442063
1114	NM_133339	chr5	+	69371453	69414801
1114	NM_133340	chr5	+	69371034	69414801
1114	NM_133338	chr5	+	69369811	69414801
1114	NM_001278622	chr5	+	69370059	69414801
1114	NM_133344	chr5	+	69369811	69414801
1114	NM_001015892	chr5	-	69364742	69370013
1114	NM_001015891	chr5	-	69351725	69370013
1114	NM_002873	chr5	+	69370704	69414801
1114	NM_001244734	chr5	+	69415111	69442063
1114	NM_016283	chr5	-	69351725	69369582
1114	NM_133342	chr5	+	69369730	69414801
1114	NM_133343	chr5	+	69369296	69414801
1114	NM_133341	chr5	+	69371034	69414801
1115	NM_001042490	chr5	+	69560246	69592525
1115	NM_001205255	chr5	+	69504176	69558104
1115	NM_001205254	chr5	+	69492762	69558104
1115	NM_002538	chr5	+	69492291	69558104
1115	NM_001098728	chr5	+	69560223	69592902
1115	NR_033417	chr5	+	69560222	69595228
1116	NR_027439	chr5	-	69631152	69633201
1116	NR_027386	chr5	-	69639462	69710527
1119	NM_001178087	chr5	+	70025250	70032696
1119	NM_001297715	chr5	+	70049522	70077591
1119	NM_000344	chr5	+	70049522	70077591
1119	NM_021967	chr5	+	70025244	70043113
1119	NM_022978	chr5	+	70025250	70043107
1119	NM_022968	chr5	+	70025244	70032698
1119	NM_022877	chr5	+	70049522	70077595
1119	NM_022876	chr5	+	70049522	70077595
1119	NM_022875	chr5	+	70049522	70077595
1119	NM_022874	chr5	+	70049522	70077591
1119	NM_017411	chr5	+	70049522	70077595
1120	NR_024054	chr5	-	70127461	70225795
1122	NM_001515	chr5	+	70415373	70447906
1122	NR_033968	chr5	-	70494967	70500903
1122	NR_073404	chr5	+	70486500	70491787
1122	NR_033417	chr5	+	70415369	70450362
1123	NR_027439	chr5	-	70528557	70530454
1125	NM_001178087	chr5	+	70900668	70908115
1125	NM_022968	chr5	+	70900662	70908117
1126	NM_017411	chr5	+	70924940	70953015
1126	NM_022892	chr5	-	70968482	71025114
1126	NM_001297715	chr5	+	70924940	70953011
1126	NM_004536	chr5	-	70968482	71025114
1126	NM_000344	chr5	+	70924940	70953011
1126	NM_022877	chr5	+	70924940	70953015
1126	NM_022876	chr5	+	70924940	70953015
1126	NM_022875	chr5	+	70924940	70953015
1126	NM_022874	chr5	+	70924940	70953011
1127	NM_022892	chr5	-	71101255	71128756
1127	NR_026578	chr5	-	71074202	71093070
1127	NM_004536	chr5	-	71101255	71128753
1128	NR_033968	chr5	-	71220225	71259295
1129	NR_003922	chr5	+	71375784	71385993
1131	NM_022132	chr5	+	71587287	71658703
1132	NM_004291	chr5	+	71719162	71721048
1135	NR_039967	chr5	+	72169466	72169540
1135	NM_005909	chr5	+	72107290	72209570
1138	NR_105008	chr5	+	72557076	72571742
1141	NR_039968	chr5	+	72878590	72878663
1142	NM_173490	chr5	+	73120560	73131817
1142	NM_001161342	chr5	+	73120560	73131817
1143	NM_153217	chr5	+	73173195	73175143
1145	NM_001207	chr5	+	73498424	73505623
1145	NM_004472	chr5	-	73446255	73448527
1145	NM_001037637	chr5	+	73498424	73505623
1145	NR_126410	chr5	-	73454189	73472966
1146	NM_001284431	chr5	+	73565740	73583377
1146	NM_001284430	chr5	+	73565740	73583377
1146	NM_032175	chr5	+	73565740	73583377
1146	NM_023039	chr5	-	73552199	73565686
1151	NR_105009	chr5	-	74306409	74308325
1152	NR_105010	chr5	+	74322485	74328357
1154	NM_001256576	chr5	-	74627405	74641424
1154	NM_001256575	chr5	-	74627405	74641424
1154	NM_001256574	chr5	-	74627405	74641424
1154	NM_003633	chr5	-	74627405	74641424
1154	NR_046318	chr5	-	74627405	74641424
1155	NR_104006	chr5	-	74721203	74767371
1155	NR_073403	chr5	+	74766990	74776912
1155	NM_170691	chr5	-	74721203	74767371
1155	NM_014886	chr5	+	74766990	74776912
1155	NM_032380	chr5	-	74721203	74767371
1155	NM_170681	chr5	-	74736343	74767371
1155	NM_001281302	chr5	-	74721203	74767371
1155	NM_001271665	chr5	+	74766990	74776912
1157	NM_016591	chr5	-	75027463	75030899
1157	NR_126375	chr5	-	75047718	75052643
1159	NM_001130996	chr5	+	75337167	75362101
1159	NM_000859	chr5	+	75337167	75362101
1161	NM_016218	chr5	+	75511831	75599821
1162	NM_001099271	chr5	-	75674198	75717488
1162	NM_152408	chr5	-	75674198	75712455
1169	NM_001256566	chr5	-	76615481	76623413
1169	NM_004101	chr5	-	76615481	76623434
1170	NM_001311313	chr5	+	76716042	76735780
1170	NR_028375	chr5	+	76712402	76712888
1170	NM_001992	chr5	+	76716042	76735780
1171	NM_005242	chr5	+	76819007	76835315
1171	NM_130772	chr5	+	76850000	76921231
1172	NM_001882	chr5	+	76952854	76969474
1172	NM_018046	chr5	+	77030384	77065233
1173	NR_024398	chr5	+	77086797	77148351
1173	NR_003014	chr5	-	77080433	77080571
1173	NM_032367	chr5	-	77076706	77087205
1177	NM_032109	chr5	-	77628711	77638697
1179	NR_105012	chr5	+	77884655	77959096
1179	NR_105013	chr5	+	77958246	77959096
1182	NR_105014	chr5	-	78358763	78360541
1188	NM_001713	chr5	+	79111780	79132290
1188	NM_001178005	chr5	+	79069723	79090074
1188	NM_017614	chr5	+	79069723	79090074
1192	NM_173797	chr5	+	79612419	79686648
1192	NM_001114394	chr5	+	79612419	79686648
1192	NM_001114393	chr5	+	79612419	79686648
1192	NM_001297745	chr5	+	79612419	79686648
1192	NM_001297744	chr5	+	79612419	79686648
1195	NM_001167741	chr5	-	79976715	79991265
1195	NM_001306212	chr5	+	79991295	80083284
1195	NM_003248	chr5	+	80035298	80083284
1195	NM_001306214	chr5	+	80036022	80083284
1195	NM_001306213	chr5	+	79991295	80083284
1195	NM_001010891	chr5	-	79976715	79991265
1195	NR_109930	chr5	-	80066349	80083665
1197	NM_032567	chr5	+	80319970	80321841
1197	NR_004845	chr5	-	80299095	80300478
1198	NR_003665	chr5	-	80350604	80351966
1198	NM_001284237	chr5	+	80408012	80440376
1199	NM_205548	chr5	+	80487980	80542563
1199	NM_001004441	chr5	-	80556754	80570485
1200	NR_110936	chr5	-	80626225	80654981
1200	NM_001190470	chr5	-	80649999	80651035
1200	NM_001290357	chr5	-	80626225	80654981
1200	NM_001290354	chr5	-	80626225	80654981
1200	NM_000791	chr5	-	80626225	80654981
1202	NR_105015	chr5	-	80947692	80960907
1205	NM_130767	chr5	-	81330127	81394169
1205	NM_001131036	chr5	+	81301582	81313146
1205	NM_001131035	chr5	+	81301582	81313146
1205	NM_032280	chr5	+	81301582	81313146
1212	NM_001025	chr5	-	82273319	82278416
1217	NR_039773	chr5	+	82840154	82840224
1217	NR_105016	chr5	-	82850864	82859836
1218	NM_174909	chr5	-	83052845	83077453
1218	NR_003139	chr5	-	83064203	83064337
1223	NM_001884	chr5	-	83638197	83721077
1243	NR_003719	chr5	+	86282443	86297547
1245	NR_037402	chr5	+	86620496	86620575
1245	NM_001867	chr5	+	86617966	86620766
1246	NR_105017	chr5	+	86746817	86749772
1249	NR_036243	chr5	-	87114878	87114954
1250	NR_130914	chr5	-	87215734	87239201
1251	NM_001239	chr5	-	87394261	87413033
1251	NM_001199189	chr5	-	87394261	87412904
1251	NR_130929	chr5	-	87318414	87323628
1259	NR_105021	chr5	-	88408981	88439090
1259	NR_105020	chr5	+	88392194	88436674
1261	NR_030741	chr5	-	88666852	88666939
1261	NR_024384	chr5	-	88664444	88673328
1261	NR_024383	chr5	-	88664444	88678445
1263	NR_104031	chr5	+	88889307	88967279
1263	NR_109940	chr5	+	88889307	88941370
1271	NR_037433	chr5	-	90016620	90016720
1274	NM_001297765	chr5	-	90393334	90409786
1274	NM_004365	chr5	-	90393334	90409786
1274	NM_001297768	chr5	-	90393334	90409786
1274	NR_105024	chr5	+	90409999	90410669
1275	NM_203406	chr5	-	90458202	90474768
1275	NM_006467	chr5	+	90474863	90514552
1275	NM_001286812	chr5	-	90515625	90529584
1275	NM_198273	chr5	-	90515625	90529584
1281	NR_103548	chr5	-	91302985	91314402
1281	NR_103549	chr5	-	91310913	91314402
1282	NM_020801	chr5	-	91368723	91383332
1282	NR_027435	chr5	+	91380346	91420715
1298	NR_109819	chr5	-	93541871	93581320
1298	NR_109818	chr5	-	93541871	93581320
1298	NR_021490	chr5	-	93541871	93581320
1299	NR_031754	chr5	-	93620695	93620788
1300	NM_153216	chr5	-	93740308	93741603
1306	NM_173665	chr5	-	94519212	94618604
1314	NM_198150	chr5	+	95555120	95605102
1314	NM_001131065	chr5	+	95646878	95657145
1314	NM_001131066	chr5	+	95646776	95657145
1314	NM_199243	chr5	+	95620275	95621580
1314	NM_173362	chr5	+	95646878	95657145
1315	NM_014899	chr5	+	95731145	95796367
